城市,节点ID,聚类系数
Qingdao,21384,0.333333
Qingdao,21388,0.0
Qingdao,21389,0.333333
Qingdao,21391,0.0
Qingdao,21396,0.0
Qingdao,21398,0.0
Qingdao,21400,0.0
Qingdao,21402,0.0
Qingdao,21405,0.0
Qingdao,21406,0.0
Qingdao,21407,0.0
Qingdao,21410,0.0
Qingdao,21413,0.0
Qingdao,21415,0.166667
Qingdao,21418,0.0
Qingdao,21422,0.166667
Qingdao,21426,0.0
Qingdao,21429,0.0
Qingdao,21431,0.0
Qingdao,21432,0.0
Qingdao,21443,0.0
Qingdao,21447,0.0
Qingdao,21450,0.0
Qingdao,21455,0.0
Qingdao,21457,0.333333
Qingdao,21460,0.0
Qingdao,21462,0.0
Qingdao,21466,0.0
Qingdao,21468,0.0
Qingdao,21470,0.0
Qingdao,21472,0.0
Qingdao,21474,0.0
Qingdao,21475,0.0
Qingdao,21480,0.0
Qingdao,21482,0.0
Qingdao,21486,0.0
Qingdao,21488,0.0
Qingdao,21494,0.0
Qingdao,21498,0.0
Qingdao,21504,0.0
Qingdao,21505,0.0
Qingdao,21509,0.0
Qingdao,21510,0.0
Qingdao,21513,0.0
Qingdao,21514,0.0
Qingdao,21515,0.0
Qingdao,21518,0.0
Qingdao,21522,0.0
Qingdao,21524,0.0
Qingdao,21527,0.0
Qingdao,21528,0.0
Qingdao,21530,0.0
Qingdao,21533,0.0
Qingdao,21535,0.0
Qingdao,21538,0.0
Qingdao,21541,0.0
Qingdao,21544,0.0
Qingdao,21546,0.0
Qingdao,21547,0.0
Qingdao,21552,0.0
Qingdao,21554,0.0
Qingdao,21558,0.0
Qingdao,21560,0.0
Qingdao,21562,0.0
Qingdao,21564,0.0
Qingdao,21566,0.0
Qingdao,21570,0.0
Qingdao,21574,0.0
Qingdao,21575,0.0
Qingdao,21580,0.0
Qingdao,21582,0.0
Qingdao,21583,0.0
Qingdao,21590,0.0
Qingdao,21592,0.0
Qingdao,21596,0.0
Qingdao,21598,0.0
Qingdao,21602,0.0
Qingdao,21604,0.0
Qingdao,21605,0.0
Qingdao,21609,0.0
Qingdao,21612,0.0
Qingdao,21616,0.0
Qingdao,21619,0.0
Qingdao,21623,0.0
Qingdao,21624,0.0
Qingdao,21625,0.0
Qingdao,21629,0.0
Qingdao,21631,0.0
Qingdao,21633,0.0
Qingdao,21636,0.0
Qingdao,21640,0.0
Qingdao,21643,0.0
Qingdao,21648,0.0
Qingdao,21652,0.0
Qingdao,21655,0.0
Qingdao,21659,0.0
Qingdao,21660,0.0
Qingdao,21664,0.0
Qingdao,21667,0.0
Qingdao,21668,0.0
Qingdao,21671,0.333333
Qingdao,21672,0.0
Qingdao,21674,0.0
Qingdao,21675,0.0
Qingdao,21680,0.0
Qingdao,21682,0.0
Qingdao,21685,0.0
Qingdao,21690,0.0
Qingdao,21693,0.0
Qingdao,21697,0.0
Qingdao,21702,0.0
Qingdao,21703,0.333333
Qingdao,21708,0.0
Qingdao,21711,0.0
Qingdao,21716,0.0
Qingdao,21718,0.0
Qingdao,21721,0.0
Qingdao,21725,0.0
Qingdao,21729,0.0
Qingdao,21734,0.0
Qingdao,21738,0.0
Qingdao,21739,0.0
Qingdao,21741,0.0
Qingdao,21745,0.0
Qingdao,21748,0.0
Qingdao,21750,0.333333
Qingdao,21752,0.0
Qingdao,21756,0.0
Qingdao,21757,0.0
Qingdao,21762,0.0
Qingdao,21766,1.0
Qingdao,21768,0.0
Qingdao,21769,0.0
Qingdao,21774,0.166667
Qingdao,21777,0.0
Qingdao,21779,0.0
Qingdao,21781,0.0
Qingdao,21783,0.0
Qingdao,21788,0.0
Qingdao,21792,0.0
Qingdao,21794,0.0
Qingdao,21798,0.0
Qingdao,21799,0.0
Qingdao,21801,0.0
Qingdao,21804,0.0
Qingdao,21806,0.0
Qingdao,21809,0.0
Qingdao,21814,0.0
Qingdao,21817,0.0
Qingdao,21820,0.0
Qingdao,21823,0.0
Qingdao,21826,0.0
Qingdao,21827,0.0
Qingdao,21831,0.0
Qingdao,21834,0.0
Qingdao,21835,0.0
Qingdao,21840,0.0
Qingdao,21845,0.0
Qingdao,21847,0.0
Qingdao,21849,0.0
Qingdao,21852,0.0
Qingdao,21854,0.0
Qingdao,21858,0.0
Qingdao,21861,0.0
Qingdao,21863,0.0
Qingdao,21864,0.0
Qingdao,21866,0.0
Qingdao,21869,0.0
Qingdao,21871,0.0
Qingdao,21875,0.0
Qingdao,21877,0.0
Qingdao,21882,0.0
Qingdao,21883,0.0
Qingdao,21885,0.0
Qingdao,21890,0.0
Qingdao,21891,0.0
Qingdao,21895,0.0
Qingdao,21900,0.166667
Qingdao,21903,0.166667
Qingdao,21908,0.0
Qingdao,21909,0.0
Qingdao,21911,0.0
Qingdao,21916,0.0
Qingdao,21918,0.166667
Qingdao,21919,0.0
Qingdao,21921,0.0
Qingdao,21925,0.0
Qingdao,21929,0.166667
Qingdao,21934,0.0
Qingdao,21937,0.0
Qingdao,21940,0.0
Qingdao,21944,0.0
Qingdao,21945,0.0
Qingdao,21952,0.0
Qingdao,21954,0.0
Qingdao,21956,0.0
Qingdao,21957,1.0
Qingdao,21960,0.0
Qingdao,21964,0.0
Qingdao,21966,0.0
Qingdao,21969,0.0
Qingdao,21971,0.0
Qingdao,21973,0.0
Qingdao,21977,0.0
Qingdao,21980,0.0
Qingdao,21984,0.0
Qingdao,21992,0.0
Qingdao,21996,0.0
Qingdao,21999,0.0
Qingdao,22005,0.0
Qingdao,22008,0.0
Qingdao,22014,0.0
Qingdao,22016,0.0
Qingdao,22017,0.0
Qingdao,22019,0.0
Qingdao,22023,0.0
Qingdao,22026,0.0
Qingdao,22029,0.0
Qingdao,22033,0.0
Qingdao,22035,0.0
Qingdao,22039,0.0
Qingdao,22046,0.0
Qingdao,22047,0.0
Qingdao,22049,0.0
Qingdao,22050,0.0
Qingdao,22053,0.0
Qingdao,22058,0.0
Qingdao,22061,0.0
Qingdao,22065,0.0
Qingdao,22066,0.0
Qingdao,22068,0.0
Qingdao,22070,0.0
Qingdao,22071,0.0
Qingdao,22073,0.0
Qingdao,22077,0.0
Qingdao,22081,0.0
Qingdao,22082,0.0
Qingdao,22085,0.333333
Qingdao,22087,0.0
Qingdao,22090,0.0
Qingdao,22094,0.0
Qingdao,22097,0.0
Qingdao,22102,0.0
Qingdao,22105,0.0
Qingdao,22110,0.0
Qingdao,22114,0.0
Qingdao,22118,0.0
Qingdao,22122,0.0
Qingdao,22126,0.0
Qingdao,22130,0.0
Qingdao,22133,0.333333
Qingdao,22136,0.0
Qingdao,22139,0.0
Qingdao,22144,0.0
Qingdao,22148,0.0
Qingdao,22152,0.0
Qingdao,22155,0.166667
Qingdao,22160,0.0
Qingdao,22162,0.0
Qingdao,22164,0.0
Qingdao,22165,0.0
Qingdao,22170,0.0
Qingdao,22171,0.0
Qingdao,22176,0.0
Qingdao,22180,0.0
Qingdao,22181,0.0
Qingdao,22182,0.0
Qingdao,22185,0.166667
Qingdao,22189,0.0
Qingdao,22194,0.0
Qingdao,22198,0.0
Qingdao,22200,0.0
Qingdao,22201,0.0
Qingdao,22204,0.0
Qingdao,22207,0.0
Qingdao,22214,0.0
Qingdao,22218,0.0
Qingdao,22220,0.0
Qingdao,22223,0.0
Qingdao,22227,0.0
Qingdao,22229,0.0
Qingdao,22232,0.0
Qingdao,22234,0.0
Qingdao,22236,0.0
Qingdao,22239,0.0
Qingdao,22241,0.333333
Qingdao,22246,0.0
Qingdao,22249,0.0
Qingdao,22252,0.0
Qingdao,22256,0.0
Qingdao,22257,0.0
Qingdao,22258,0.0
Qingdao,22260,0.0
Qingdao,22264,0.333333
Qingdao,22265,0.0
Qingdao,22269,0.0
Qingdao,22270,0.0
Qingdao,22274,0.0
Qingdao,22278,0.333333
Qingdao,22282,0.0
Qingdao,22284,0.0
Qingdao,22285,0.0
Qingdao,22286,0.0
Qingdao,22290,0.0
Qingdao,22294,0.0
Qingdao,22297,0.0
Qingdao,22302,0.0
Qingdao,22305,0.0
Qingdao,22310,0.166667
Qingdao,22312,0.0
Qingdao,22314,0.0
Qingdao,22318,0.0
Qingdao,22321,0.0
Qingdao,22324,0.0
Qingdao,22328,0.0
Qingdao,22331,0.0
Qingdao,22336,0.0
Qingdao,22342,0.0
Qingdao,22344,0.0
Qingdao,22346,0.0
Qingdao,22350,0.0
Qingdao,22351,0.0
Qingdao,22354,0.0
Qingdao,22358,0.0
Qingdao,22362,0.0
Qingdao,22365,0.0
Qingdao,22368,0.0
Qingdao,22372,0.0
Qingdao,22374,0.0
Qingdao,22377,0.0
Qingdao,22381,0.0
Qingdao,22383,0.0
Qingdao,22388,0.0
Qingdao,22392,0.0
Qingdao,22393,0.0
Qingdao,22395,0.0
Qingdao,22399,0.0
Qingdao,22401,0.0
Qingdao,22406,0.0
Qingdao,22408,0.0
Qingdao,22412,0.666667
Qingdao,22415,0.0
Qingdao,22421,0.0
Qingdao,22424,0.0
Qingdao,22425,0.0
Qingdao,22429,0.0
Qingdao,22433,0.0
Qingdao,22434,0.0
Qingdao,22435,0.0
Qingdao,22439,0.0
Qingdao,22440,0.0
Qingdao,22444,0.0
Qingdao,22447,0.0
Qingdao,22453,0.0
Qingdao,22460,0.166667
Qingdao,22461,0.0
Qingdao,22464,0.0
Qingdao,22467,0.0
Qingdao,22469,0.0
Qingdao,22470,0.0
Qingdao,22472,0.0
Qingdao,22473,0.0
Qingdao,22474,0.0
Qingdao,22477,0.0
Qingdao,22480,0.0
Qingdao,22481,0.0
Qingdao,22482,0.0
Qingdao,22485,0.0
Qingdao,22486,0.0
Qingdao,22487,0.0
Qingdao,22489,0.0
Qingdao,22490,0.0
Qingdao,22493,0.333333
Qingdao,22498,0.0
Qingdao,22499,0.0
Qingdao,22504,0.166667
Qingdao,22507,0.166667
Qingdao,22512,0.0
Qingdao,22514,0.0
Qingdao,22517,0.166667
Qingdao,22521,0.0
Qingdao,22526,0.0
Qingdao,22532,0.0
Qingdao,22535,0.0
Qingdao,22539,0.0
Qingdao,22541,0.0
Qingdao,22546,0.333333
Qingdao,22548,0.333333
Qingdao,22551,0.0
Qingdao,22556,0.0
Qingdao,22559,0.333333
Qingdao,22563,0.0
Qingdao,22567,0.0
Qingdao,22568,0.0
Qingdao,22570,0.0
Qingdao,22572,0.0
Qingdao,22574,0.0
Qingdao,22576,0.0
Qingdao,22580,0.0
Qingdao,22583,0.0
Qingdao,22586,0.166667
Qingdao,22587,0.0
Qingdao,22589,0.0
Qingdao,22592,0.0
Qingdao,22597,0.0
Qingdao,22602,0.0
Qingdao,22606,0.333333
Qingdao,22610,0.0
Qingdao,22611,0.0
Qingdao,22613,0.0
Qingdao,22620,0.0
Qingdao,22622,0.0
Qingdao,22626,0.0
Qingdao,22630,0.0
Qingdao,22633,0.0
Qingdao,22638,0.0
Qingdao,22640,0.333333
Qingdao,22645,0.0
Qingdao,22647,0.0
Qingdao,22650,0.333333
Qingdao,22654,0.0
Qingdao,22656,0.0
Qingdao,22657,0.0
Qingdao,22659,0.0
Qingdao,22660,0.0
Qingdao,22661,0.0
Qingdao,22666,0.0
Qingdao,22669,0.0
Qingdao,22673,0.0
Qingdao,22674,0.0
Qingdao,22675,0.0
Qingdao,22678,0.0
Qingdao,22680,0.0
Qingdao,22684,0.0
Qingdao,22685,0.0
Qingdao,22690,0.166667
Qingdao,22693,0.0
Qingdao,22696,0.0
Qingdao,22698,0.166667
Qingdao,22701,0.0
Qingdao,22702,0.0
Qingdao,22708,0.0
Qingdao,22710,0.0
Qingdao,22711,0.0
Qingdao,22713,0.0
Qingdao,22714,0.0
Qingdao,22717,0.0
Qingdao,22718,0.0
Qingdao,22722,0.0
Qingdao,22726,0.0
Qingdao,22730,0.0
Qingdao,22733,0.0
Qingdao,22736,0.0
Qingdao,22739,0.0
Qingdao,22744,0.0
Qingdao,22746,0.0
Qingdao,22750,0.0
Qingdao,22751,0.0
Qingdao,22754,0.0
Qingdao,22758,0.0
Qingdao,22760,0.0
Qingdao,22762,0.0
Qingdao,22763,0.0
Qingdao,22766,0.0
Qingdao,22768,0.0
Qingdao,22771,0.0
Qingdao,22775,0.0
Qingdao,22776,0.0
Qingdao,22777,0.0
Qingdao,22780,0.0
Qingdao,22782,0.0
Qingdao,22784,0.0
Qingdao,22786,0.0
Qingdao,22788,0.0
Qingdao,22792,0.0
Qingdao,22793,0.0
Qingdao,22795,0.0
Qingdao,22800,0.0
Qingdao,22804,0.0
Qingdao,22807,0.166667
Qingdao,22814,0.0
Qingdao,22817,0.0
Qingdao,22819,0.333333
Qingdao,22821,0.0
Qingdao,22825,0.0
Qingdao,22829,0.0
Qingdao,22834,0.0
Qingdao,22838,0.0
Qingdao,22842,0.333333
Qingdao,22843,0.0
Qingdao,22848,0.0
Qingdao,22850,0.333333
Qingdao,22851,0.0
Qingdao,22853,0.0
Qingdao,22856,0.0
Qingdao,22860,0.0
Qingdao,22863,0.0
Qingdao,22866,0.0
Qingdao,22868,0.0
Qingdao,22871,0.0
Qingdao,22876,0.0
Qingdao,22880,0.333333
Qingdao,22881,0.333333
Qingdao,22885,0.0
Qingdao,22886,0.0
Qingdao,22887,0.0
Qingdao,22890,0.0
Qingdao,22891,0.0
Qingdao,22893,0.0
Qingdao,22895,0.0
Qingdao,22900,0.0
Qingdao,22903,0.0
Qingdao,22904,0.0
Qingdao,22905,0.0
Qingdao,22908,0.0
Qingdao,22913,0.0
Qingdao,22916,0.0
Qingdao,22919,0.166667
Qingdao,22925,0.0
Qingdao,22926,0.0
Qingdao,22928,0.0
Qingdao,22931,0.166667
Qingdao,22932,0.0
Qingdao,22938,0.0
Qingdao,22941,0.0
Qingdao,22943,0.333333
Qingdao,22948,0.333333
Qingdao,22952,0.0
Qingdao,22956,0.0
Qingdao,22959,0.0
Qingdao,22963,0.0
Qingdao,22964,0.0
Qingdao,22965,0.0
Qingdao,22968,0.0
Qingdao,22971,0.0
Qingdao,22973,0.0
Qingdao,22975,0.0
Qingdao,22977,0.0
Qingdao,22981,0.0
Qingdao,22983,0.0
Qingdao,22986,0.0
Qingdao,22987,0.0
Qingdao,22989,0.0
Qingdao,22995,0.0
Qingdao,22997,0.0
Qingdao,23003,0.0
Qingdao,23007,0.0
Qingdao,23008,0.0
Qingdao,23010,0.0
Qingdao,23011,0.0
Qingdao,23016,0.0
Qingdao,23020,0.0
Qingdao,23022,0.0
Qingdao,23024,0.0
Qingdao,23027,0.0
Qingdao,23032,0.0
Qingdao,23033,0.0
Qingdao,23040,0.166667
Qingdao,23043,0.0
Qingdao,23047,0.0
Qingdao,23048,0.0
Qingdao,23049,0.0
Qingdao,23051,0.0
Qingdao,23052,0.0
Qingdao,23056,0.0
Qingdao,23057,0.1
Qingdao,23061,0.0
Qingdao,23063,0.0
Qingdao,23064,0.0
Qingdao,23068,0.0
Qingdao,23072,0.0
Qingdao,23076,0.0
Qingdao,23078,0.0
Qingdao,23082,0.166667
Qingdao,23083,0.0
Qingdao,23085,0.0
Qingdao,23088,0.0
Qingdao,23089,0.0
Qingdao,23091,0.0
Qingdao,23095,0.0
Qingdao,23099,0.0
Qingdao,23103,0.0
Qingdao,23105,0.0
Qingdao,23110,0.0
Qingdao,23113,0.0
Qingdao,23116,0.0
Qingdao,23119,0.0
Qingdao,23121,0.0
Qingdao,23123,0.0
Qingdao,23127,0.0
Qingdao,23129,0.0
Qingdao,23134,0.0
Qingdao,23136,0.0
Qingdao,23141,0.0
Qingdao,23145,0.0
Qingdao,23150,0.0
Qingdao,23153,0.0
Qingdao,23158,0.0
Qingdao,23162,0.333333
Qingdao,23163,0.0
Qingdao,23167,0.0
Qingdao,23172,0.0
Qingdao,23173,0.0
Qingdao,23174,0.0
Qingdao,23176,0.0
Qingdao,23177,0.0
Qingdao,23180,0.0
Qingdao,23181,0.0
Qingdao,23183,0.166667
Qingdao,23187,0.0
Qingdao,23191,0.0
Qingdao,23192,0.0
Qingdao,23194,0.0
Qingdao,23195,0.0
Qingdao,23197,0.0
Qingdao,23199,0.0
Qingdao,23204,0.0
Qingdao,23206,0.0
Qingdao,23207,0.0
Qingdao,23209,0.0
Qingdao,23211,0.0
Qingdao,23216,0.0
Qingdao,23219,0.0
Qingdao,23222,0.0
Qingdao,23225,0.0
Qingdao,23229,0.0
Qingdao,23231,0.166667
Qingdao,23236,0.0
Qingdao,23240,0.0
Qingdao,23243,0.166667
Qingdao,23245,0.0
Qingdao,23249,0.0
Qingdao,23254,0.1
Qingdao,23258,0.0
Qingdao,23262,0.333333
Qingdao,23264,0.166667
Qingdao,23267,0.0
Qingdao,23272,0.166667
Qingdao,23275,0.0
Qingdao,23279,0.166667
Qingdao,23286,0.0
Qingdao,23290,0.166667
Qingdao,23293,0.0
Qingdao,23296,0.333333
Qingdao,23299,0.0
Qingdao,23303,0.0
Qingdao,23304,0.0
Qingdao,23307,0.0
Qingdao,23309,0.0
Qingdao,23313,0.0
Qingdao,23318,0.333333
Qingdao,23322,0.0
Qingdao,23325,0.0
Qingdao,23333,0.0
Qingdao,23334,0.0
Qingdao,23338,0.0
Qingdao,23340,0.0
Qingdao,23344,0.0
Qingdao,23347,0.0
Qingdao,23349,0.0
Qingdao,23354,0.0
Qingdao,23357,0.0
Qingdao,23362,0.0
Qingdao,23365,0.0
Qingdao,23369,0.0
Qingdao,23373,0.0
Qingdao,23376,0.0
Qingdao,23377,0.0
Qingdao,23382,0.0
Qingdao,23385,0.0
Qingdao,23390,0.0
Qingdao,23393,0.0
Qingdao,23396,0.0
Qingdao,23399,0.0
Qingdao,23403,0.0
Qingdao,23408,0.0
Qingdao,23410,0.166667
Qingdao,23413,0.0
Qingdao,23416,0.0
Qingdao,23419,0.166667
Qingdao,23423,0.0
Qingdao,23424,0.0
Qingdao,23425,0.0
Qingdao,23426,0.0
Qingdao,23427,0.0
Qingdao,23432,0.0
Qingdao,23435,0.0
Qingdao,23438,0.0
Qingdao,23442,0.0
Qingdao,23445,0.0
Qingdao,23446,0.166667
Qingdao,23449,0.166667
Qingdao,23450,0.0
Qingdao,23453,0.0
Qingdao,23456,0.0
Qingdao,23459,0.166667
Qingdao,23465,0.0
Qingdao,23466,0.0
Qingdao,23469,0.0
Qingdao,23472,0.0
Qingdao,23475,0.0
Qingdao,23479,0.0
Qingdao,23482,0.0
Qingdao,23484,0.0
Qingdao,23488,0.0
Qingdao,23491,0.0
Qingdao,23494,0.0
Qingdao,23498,0.0
Qingdao,23502,0.0
Qingdao,23505,0.0
Qingdao,23506,0.0
Qingdao,23509,0.0
Qingdao,23510,0.0
Qingdao,23514,0.0
Qingdao,23518,0.0
Qingdao,23519,0.0
Qingdao,23521,0.0
Qingdao,23525,0.0
Qingdao,23530,0.0
Qingdao,23531,0.0
Qingdao,23536,0.0
Qingdao,23539,0.0
Qingdao,23544,0.0
Qingdao,23547,0.0
Qingdao,23549,0.0
Qingdao,23554,0.166667
Qingdao,23557,0.166667
Qingdao,23561,0.0
Qingdao,23563,0.0
Qingdao,23564,0.0
Qingdao,23565,0.0
Qingdao,23566,0.0
Qingdao,23568,0.0
Qingdao,23569,0.0
Qingdao,23573,0.0
Qingdao,23575,0.0
Qingdao,23577,0.0
Qingdao,23582,0.333333
Qingdao,23583,0.166667
Qingdao,23589,0.0
Qingdao,23592,0.0
Qingdao,23593,0.0
Qingdao,23595,0.166667
Qingdao,23599,0.0
Qingdao,23603,0.0
Qingdao,23608,0.0
Qingdao,23611,0.0
Qingdao,23616,0.0
Qingdao,23620,0.0
Qingdao,23624,0.0
Qingdao,23627,0.0
Qingdao,23628,0.0
Qingdao,23629,0.0
Qingdao,23634,0.0
Qingdao,23637,0.0
Qingdao,23638,0.0
Qingdao,23640,0.0
Qingdao,23643,0.333333
Qingdao,23648,0.0
Qingdao,23650,0.0
Qingdao,23651,0.0
Qingdao,23654,0.0
Qingdao,23655,0.0
Qingdao,23658,0.0
Qingdao,23661,0.0
Qingdao,23663,0.0
Qingdao,23666,0.0
Qingdao,23669,0.0
Qingdao,23671,0.0
Qingdao,23676,0.0
Qingdao,23678,0.0
Qingdao,23682,0.0
Qingdao,23683,0.0
Qingdao,23688,0.0
Qingdao,23692,0.0
Qingdao,23694,0.166667
Qingdao,23700,0.0
Qingdao,23703,0.0
Qingdao,23708,0.0
Qingdao,23709,0.0
Qingdao,23713,0.0
Qingdao,23717,0.0
Qingdao,23718,0.0
Qingdao,23719,0.0
Qingdao,23724,0.0
Qingdao,23727,0.0
Qingdao,23732,0.0
Qingdao,23736,0.0
Qingdao,23737,0.0
Qingdao,23744,0.0
Qingdao,23748,0.0
Qingdao,23751,0.0
Qingdao,23754,0.0
Qingdao,23755,0.0
Qingdao,23756,0.0
Qingdao,23760,0.0
Qingdao,23763,0.0
Qingdao,23764,0.0
Qingdao,23765,0.0
Qingdao,23767,0.0
Qingdao,23768,0.0
Qingdao,23770,0.0
Qingdao,23771,0.0
Qingdao,23773,0.0
Qingdao,23776,0.0
Qingdao,23779,0.0
Qingdao,23784,0.0
Qingdao,23786,0.0
Qingdao,23790,0.0
Qingdao,23795,0.0
Qingdao,23800,0.333333
Qingdao,23803,0.0
Qingdao,23804,0.0
Qingdao,23805,0.0
Qingdao,23806,0.0
Qingdao,23808,0.0
Qingdao,23810,0.0
Qingdao,23811,0.0
Qingdao,23815,0.0
Qingdao,23820,0.0
Qingdao,23824,0.0
Qingdao,23825,0.0
Qingdao,23829,0.0
Qingdao,23830,0.0
Qingdao,23831,0.0
Qingdao,23833,0.0
Qingdao,23836,0.0
Qingdao,23840,0.0
Qingdao,23844,0.0
Qingdao,23847,0.0
Qingdao,23848,0.0
Qingdao,23851,0.0
Qingdao,23856,0.166667
Qingdao,23860,0.166667
Qingdao,23861,0.0
Qingdao,23864,0.333333
Qingdao,23868,0.0
Qingdao,23872,0.333333
Qingdao,23876,0.0
Qingdao,23880,0.0
Qingdao,23883,0.0
Qingdao,23888,0.0
Qingdao,23890,0.0
Qingdao,23892,0.0
Qingdao,23893,0.0
Qingdao,23895,0.0
Qingdao,23898,0.0
Qingdao,23900,0.0
Qingdao,23904,0.0
Qingdao,23905,0.0
Qingdao,23909,0.0
Qingdao,23911,0.0
Qingdao,23916,0.0
Qingdao,23917,0.0
Qingdao,23921,0.0
Qingdao,23922,0.0
Qingdao,23924,0.0
Qingdao,23925,0.0
Qingdao,23926,0.0
Qingdao,23930,0.0
Qingdao,23932,0.0
Qingdao,23934,0.0
Qingdao,23937,0.0
Qingdao,23942,0.0
Qingdao,23945,0.0
Qingdao,23949,0.333333
Qingdao,23952,0.333333
Qingdao,23956,0.0
Qingdao,23958,0.0
Qingdao,23962,0.166667
Qingdao,23963,0.333333
Qingdao,23968,0.0
Qingdao,23969,0.0
Qingdao,23970,0.0
Qingdao,23973,0.0
Qingdao,23980,0.0
Qingdao,23984,0.0
Qingdao,23985,0.0
Qingdao,23986,0.0
Qingdao,23988,0.0
Qingdao,23991,0.0
Qingdao,23993,0.0
Qingdao,24000,0.166667
Qingdao,24003,0.0
Qingdao,24005,0.0
Qingdao,24006,0.0
Qingdao,24007,0.0
Qingdao,24008,0.0
Qingdao,24009,0.0
Qingdao,24011,0.0
Qingdao,24013,0.0
Qingdao,24016,0.0
Qingdao,24017,0.0
Qingdao,24022,0.0
Qingdao,24024,0.333333
Qingdao,24025,0.0
Qingdao,24026,0.0
Qingdao,24030,0.0
Qingdao,24032,0.0
Qingdao,24035,0.0
Qingdao,24040,0.0
Qingdao,24044,0.0
Qingdao,24045,0.0
Qingdao,24050,0.0
Qingdao,24051,0.0
Qingdao,24054,0.0
Qingdao,24055,0.0
Qingdao,24062,0.0
Qingdao,24065,0.0
Qingdao,24068,0.0
Qingdao,24071,0.0
Qingdao,24073,0.0
Qingdao,24078,0.0
Qingdao,24079,0.0
Qingdao,24081,0.0
Qingdao,24083,0.0
Qingdao,24084,0.0
Qingdao,24086,0.0
Qingdao,24087,0.0
Qingdao,24091,0.0
Qingdao,24092,0.0
Qingdao,24093,0.0
Qingdao,24095,0.333333
Qingdao,24097,0.0
Qingdao,24100,0.0
Qingdao,24104,0.0
Qingdao,24107,0.0
Qingdao,24108,0.0
Qingdao,24110,0.0
Qingdao,24112,0.0
Qingdao,24114,0.0
Qingdao,24115,0.0
Qingdao,24116,0.0
Qingdao,24117,0.0
Qingdao,24118,0.0
Qingdao,24120,0.0
Qingdao,24122,0.0
Qingdao,24124,0.0
Qingdao,24126,0.0
Qingdao,24127,0.0
Qingdao,24128,0.0
Qingdao,24130,0.0
Qingdao,24131,0.0
Qingdao,24133,0.0
Qingdao,24135,0.0
Qingdao,24140,0.0
Qingdao,24141,0.0
Qingdao,24142,0.0
Qingdao,24145,0.0
Qingdao,24147,0.0
Qingdao,24148,0.0
Qingdao,24152,0.0
Qingdao,24153,0.0
Qingdao,24158,0.0
Qingdao,24161,0.0
Qingdao,24166,0.0
Qingdao,24170,0.0
Qingdao,24173,0.0
Qingdao,24175,0.0
Qingdao,24176,0.0
Qingdao,24180,0.166667
Qingdao,24184,0.0
Qingdao,24186,0.0
Qingdao,24192,0.0
Qingdao,24194,0.0
Qingdao,24196,0.0
Qingdao,24197,0.0
Qingdao,24199,0.166667
Qingdao,24203,0.0
Qingdao,24207,0.0
Qingdao,24208,0.0
Qingdao,24212,0.0
Qingdao,24216,0.0
Qingdao,24220,0.0
Qingdao,24224,0.0
Qingdao,24226,0.0
Qingdao,24230,0.0
Qingdao,24233,0.0
Qingdao,24234,0.0
Qingdao,24235,0.0
Qingdao,24236,0.0
Qingdao,24237,0.166667
Qingdao,24240,0.166667
Qingdao,24245,0.0
Qingdao,24246,0.0
Qingdao,24250,0.166667
Qingdao,24251,0.0
Qingdao,24253,0.0
Qingdao,24255,0.166667
Qingdao,24259,0.0
Qingdao,24261,0.0
Qingdao,24265,0.0
Qingdao,24267,0.0
Qingdao,24269,0.0
Qingdao,24273,0.0
Qingdao,24277,0.0
Qingdao,24282,0.0
Qingdao,24285,0.0
Qingdao,24287,0.0
Qingdao,24289,0.0
Qingdao,24291,0.0
Qingdao,24296,0.166667
Qingdao,24299,0.0
Qingdao,24303,0.0
Qingdao,24307,0.0
Qingdao,24312,0.0
Qingdao,24314,0.0
Qingdao,24316,0.0
Qingdao,24317,0.0
Qingdao,24322,0.0
Qingdao,24324,0.0
Qingdao,24326,0.0
Qingdao,24329,0.0
Qingdao,24332,0.0
Qingdao,24334,0.0
Qingdao,24336,0.0
Qingdao,24337,0.0
Qingdao,24339,0.0
Qingdao,24341,0.0
Qingdao,24343,0.0
Qingdao,24344,0.0
Qingdao,24346,0.0
Qingdao,24347,0.0
Qingdao,24348,0.0
Qingdao,24350,0.0
Qingdao,24351,0.0
Qingdao,24354,0.0
Qingdao,24357,0.0
Qingdao,24359,0.0
Qingdao,24361,0.0
Qingdao,24363,0.0
Qingdao,24364,0.0
Qingdao,24367,0.0
Qingdao,24368,0.0
Qingdao,24371,0.0
Qingdao,24373,0.0
Qingdao,24377,0.0
Qingdao,24381,0.0
Qingdao,24384,0.0
Qingdao,24388,0.0
Qingdao,24391,0.0
Qingdao,24394,0.0
Qingdao,24398,0.0
Qingdao,24402,0.0
Qingdao,24403,0.0
Qingdao,24406,0.0
Qingdao,24407,0.0
Qingdao,24408,0.0
Qingdao,24412,0.0
Qingdao,24415,0.0
Qingdao,24418,0.0
Qingdao,24419,0.0
Qingdao,24422,0.0
Qingdao,24423,0.0
Qingdao,24427,0.166667
Qingdao,24431,0.333333
Qingdao,24436,0.166667
Qingdao,24439,0.0
Qingdao,24444,0.0
Qingdao,24446,0.0
Qingdao,24448,0.0
Qingdao,24449,0.0
Qingdao,24453,0.0
Qingdao,24457,0.0
Qingdao,24458,0.0
Qingdao,24459,0.0
Qingdao,24461,0.0
Qingdao,24462,0.0
